hotel_id,hotel_name,city,area,room_type,price,rating,reviews,discount,availability_365
694,OYO Stay 438,Jaipur,Connaught Place,Classic,1546.0,3.6,0.0,0.0,93.0
695,OYO Inn 763,Delhi,Andheri,Suite,5969.0,3.6,1242.0,16.0,0.0
696,OYO Inn 14,Mumbai,Banjara Hills,Deluxe,2834.0,3.6,0.0,0.0,0.0
697,OYO Flagship 645,Mumbai,Airport Road,Classic,2671.0,3.6,390.0,0.0,0.0
699,oyo Inn 121,Jaipur,MG Road,Suite,7845.0,3.6,1031.0,43.0,23.0
702,oyo Townhouse 176,Hyderabad,Banjara Hills,Classic,4368.0,3.6,0.0,0.0,328.0
704,OYO Inn 836,Chennai,Airport Road,Deluxe,870.0,3.6,0.0,0.0,0.0
705,oyo Inn 619,Hyderabad,MG Road,Premium,4077.0,3.6,0.0,56.0,0.0
706,OYO Collection 96,Chennai,Banjara Hills,Classic,8825.0,3.6,0.0,0.0,158.0
707,Oyo Inn 623,Bangalore,Whitefield,Deluxe,3777.0,3.6,0.0,0.0,6.0
708,Oyo Townhouse 113,Pune,City Center,Classic,922.0,2.8,548.0,0.0,0.0
709,OYO Flagship 492,Mumbai,Banjara Hills,Deluxe,7979.0,3.6,316.0,0.0,278.0
710,OYO Townhouse 558,Delhi,Salt Lake,Premium,5561.0,3.6,290.0,0.0,0.0
711,OYO Inn 394,Hyderabad,Connaught Place,Classic,2541.0,2.9,459.0,0.0,184.0
713,Oyo Collection 678,Mumbai,MG Road,Suite,6747.0,3.6,156.0,0.0,0.0
714,oyo Residency 805,Jaipur,MG Road,Deluxe,8538.0,3.6,0.0,10.0,0.0
716,oyo Residency 236,Goa,Park Street,Deluxe,7001.0,3.6,0.0,0.0,44.0
717,OYO Flagship 872,Chennai,Banjara Hills,Premium,981.0,3.8,225.0,0.0,0.0
718,OYO Residency 230,Kolkata,Salt Lake,Suite,1615.0,3.6,1441.0,0.0,27.0
719,OYO Collection 858,Ahmedabad,Salt Lake,Deluxe,3291.0,2.8,161.0,0.0,0.0
720,oyo Stay 716,Bangalore,Airport Road,Deluxe,5607.0,3.6,0.0,5.0,30.0
721,OYO Stay 165,Ahmedabad,Whitefield,Suite,878.0,3.6,0.0,58.0,363.0
723,Oyo SilverKey 669,Jaipur,Airport Road,Classic,7337.0,3.6,0.0,0.0,0.0
724,OYO SilverKey 167,Delhi,City Center,Deluxe,2444.0,3.0,633.0,0.0,137.0
725,oyo Townhouse 578,Ahmedabad,Salt Lake,Classic,8626.0,2.6,632.0,53.0,0.0
726,oyo SilverKey 998,Pune,City Center,Classic,2822.0,3.6,1031.0,0.0,0.0
727,OYO SilverKey 166,Ahmedabad,MG Road,Deluxe,3182.0,3.6,0.0,0.0,0.0
729,oyo Inn 510,Bangalore,Connaught Place,Deluxe,2295.0,3.6,1120.0,11.0,151.0
730,Oyo Stay 373,Mumbai,MG Road,Classic,6489.0,3.6,0.0,21.0,0.0
731,Oyo Residency 294,Delhi,Connaught Place,Suite,7268.0,3.6,0.0,0.0,0.0
733,oyo Collection 875,Bangalore,Whitefield,Premium,1895.0,3.6,1370.0,34.0,55.0
734,oyo Townhouse 940,Bangalore,Park Street,Deluxe,7203.0,3.6,0.0,43.0,243.0
735,Oyo Townhouse 559,Hyderabad,City Center,Suite,3251.0,2.8,0.0,43.0,0.0
736,OYO Flagship 889,Kolkata,Salt Lake,Classic,1075.0,3.6,360.0,9.0,0.0
737,oyo Flagship 686,Pune,Park Street,Suite,4950.0,4.4,0.0,0.0,0.0
738,oyo Inn 803,Jaipur,Park Street,Classic,3332.0,3.6,0.0,0.0,341.0
739,oyo Residency 962,Chennai,Salt Lake,Suite,5885.0,3.6,0.0,0.0,266.0
740,OYO Inn 461,Jaipur,Salt Lake,Deluxe,2296.0,3.0,0.0,0.0,178.0
741,oyo Stay 979,Kolkata,Andheri,Deluxe,935.0,4.4,0.0,0.0,0.0
743,Oyo Collection 292,Goa,Salt Lake,Classic,7867.0,4.1,179.0,0.0,254.0
744,oyo Stay 826,Jaipur,Park Street,Premium,1234.0,4.5,0.0,0.0,0.0
745,Oyo Residency 661,Jaipur,Banjara Hills,Premium,7184.0,4.7,0.0,47.0,344.0
746,Oyo Townhouse 16,Delhi,Salt Lake,Deluxe,1130.0,3.6,0.0,0.0,0.0
748,oyo Residency 130,Mumbai,Connaught Place,Deluxe,8961.0,3.6,0.0,0.0,47.0
749,Oyo Townhouse 644,Delhi,MG Road,Premium,3207.0,3.6,0.0,0.0,0.0
750,OYO Inn 920,Bangalore,City Center,Suite,4333.0,2.9,0.0,0.0,42.0
751,oyo Stay 888,Delhi,MG Road,Classic,2394.0,3.6,251.0,23.0,0.0
752,OYO Collection 104,Chennai,Salt Lake,Suite,8745.0,3.6,1281.0,48.0,0.0
755,Oyo SilverKey 494,Bangalore,Salt Lake,Classic,3964.0,3.6,0.0,52.0,204.0
756,OYO Flagship 704,Hyderabad,Andheri,Premium,5305.0,3.6,638.0,0.0,0.0
759,OYO Townhouse 221,Chennai,Connaught Place,Deluxe,6789.0,3.6,250.0,0.0,0.0
761,Oyo Residency 328,Pune,Airport Road,Premium,3946.0,3.6,1021.0,0.0,0.0
762,Oyo Flagship 591,Ahmedabad,City Center,Classic,1048.0,3.6,0.0,13.0,270.0
763,oyo Townhouse 72,Chennai,Salt Lake,Classic,8398.0,3.6,0.0,25.0,0.0
764,oyo Townhouse 403,Jaipur,Park Street,Classic,5589.0,3.6,0.0,0.0,5.0
765,Oyo Residency 705,Mumbai,City Center,Suite,7838.0,2.9,0.0,0.0,22.0
767,oyo Residency 990,Bangalore,Andheri,Suite,7471.0,3.6,1080.0,0.0,0.0
768,OYO SilverKey 785,Kolkata,Airport Road,Classic,5553.0,3.3,0.0,0.0,253.0
769,OYO Inn 222,Kolkata,Whitefield,Suite,8370.0,2.9,697.0,0.0,0.0
770,oyo Townhouse 937,Bangalore,Park Street,Classic,2830.0,3.6,0.0,17.0,0.0
771,oyo SilverKey 975,Bangalore,Banjara Hills,Classic,2372.0,3.6,225.0,0.0,0.0
772,Oyo Townhouse 950,Chennai,City Center,Premium,2077.0,3.5,0.0,37.0,0.0
773,OYO Inn 392,Mumbai,Andheri,Classic,7623.0,3.6,0.0,0.0,221.0
774,oyo Flagship 982,Delhi,Airport Road,Suite,2519.0,2.8,0.0,0.0,0.0
775,Oyo Townhouse 226,Pune,Banjara Hills,Deluxe,5095.0,3.0,0.0,0.0,1.0
776,oyo Inn 638,Bangalore,MG Road,Deluxe,8511.0,3.6,488.0,0.0,0.0
777,OYO Inn 486,Bangalore,Connaught Place,Premium,7711.0,3.6,157.0,0.0,298.0
778,OYO Collection 113,Jaipur,Airport Road,Classic,1440.0,3.6,0.0,0.0,0.0
779,Oyo Inn 360,Jaipur,Whitefield,Deluxe,4916.0,3.6,0.0,50.0,0.0
780,Oyo Inn 532,Mumbai,Park Street,Classic,1039.0,4.8,1350.0,0.0,0.0
781,OYO Inn 92,Chennai,MG Road,Suite,3875.0,3.6,0.0,0.0,0.0
782,Oyo Stay 428,Chennai,Airport Road,Premium,5226.0,3.6,0.0,0.0,0.0
783,OYO Townhouse 511,Hyderabad,Banjara Hills,Premium,3110.0,3.6,0.0,0.0,147.0
784,OYO Collection 42,Hyderabad,Connaught Place,Deluxe,4260.0,4.4,0.0,5.0,0.0
786,OYO Townhouse 485,Hyderabad,Banjara Hills,Classic,6510.0,3.6,0.0,11.0,159.0
788,oyo Collection 559,Ahmedabad,Connaught Place,Classic,3704.0,3.6,196.0,0.0,0.0
789,Oyo Collection 478,Jaipur,Banjara Hills,Deluxe,7589.0,3.6,0.0,0.0,0.0
790,oyo Stay 922,Bangalore,Whitefield,Premium,5506.0,3.6,0.0,5.0,27.0
791,Oyo Residency 666,Delhi,Airport Road,Deluxe,2453.0,3.6,0.0,0.0,299.0
792,oyo Flagship 576,Kolkata,City Center,Premium,8815.0,3.6,1310.0,45.0,319.0
795,OYO Residency 763,Bangalore,Banjara Hills,Deluxe,4643.0,3.6,1119.0,35.0,0.0
796,oyo SilverKey 401,Chennai,Salt Lake,Classic,7021.0,3.6,303.0,0.0,0.0
797,oyo Inn 915,Delhi,City Center,Deluxe,7982.0,3.6,0.0,34.0,183.0
798,oyo Stay 400,Chennai,MG Road,Suite,1728.0,3.6,0.0,26.0,0.0
799,OYO Residency 661,Pune,Whitefield,Suite,8625.0,3.6,1349.0,0.0,0.0
800,oyo SilverKey 599,Ahmedabad,Andheri,Deluxe,7315.0,3.6,325.0,0.0,0.0
801,oyo Residency 243,Kolkata,Airport Road,Classic,2427.0,3.6,860.0,44.0,0.0
802,oyo Inn 861,Chennai,Whitefield,Deluxe,1182.0,3.6,0.0,0.0,0.0
803,Oyo Inn 293,Jaipur,Airport Road,Deluxe,4394.0,3.6,1082.0,0.0,17.0
804,Oyo Residency 418,Delhi,Park Street,Classic,1879.0,3.6,0.0,0.0,0.0
805,oyo Stay 874,Chennai,Whitefield,Suite,2958.0,3.6,770.0,0.0,51.0
806,OYO Townhouse 616,Jaipur,MG Road,Suite,6121.0,3.6,0.0,0.0,38.0
808,OYO SilverKey 910,Hyderabad,Airport Road,Classic,1673.0,3.6,0.0,20.0,312.0
810,Oyo SilverKey 801,Pune,City Center,Classic,4431.0,4.6,0.0,60.0,246.0
811,Oyo Inn 129,Pune,Park Street,Suite,7740.0,3.8,896.0,28.0,223.0
812,OYO Townhouse 603,Kolkata,Park Street,Classic,864.0,3.6,1163.0,0.0,39.0
813,Oyo Flagship 290,Bangalore,Andheri,Deluxe,1416.0,3.6,0.0,43.0,62.0
814,Oyo Stay 211,Mumbai,Banjara Hills,Deluxe,8808.0,4.6,0.0,0.0,0.0
815,oyo Stay 516,Chennai,Park Street,Deluxe,2410.0,3.6,0.0,0.0,266.0
816,oyo Stay 216,Hyderabad,Andheri,Classic,2711.0,4.2,73.0,0.0,0.0
817,Oyo SilverKey 603,Delhi,Andheri,Classic,6994.0,4.4,0.0,44.0,0.0
818,OYO Flagship 211,Jaipur,Connaught Place,Classic,6914.0,3.6,0.0,0.0,0.0
819,oyo Flagship 776,Hyderabad,City Center,Classic,1148.0,3.6,0.0,0.0,0.0
820,oyo Collection 435,Hyderabad,Banjara Hills,Classic,4961.0,3.6,487.0,0.0,0.0
821,oyo Collection 40,Chennai,Connaught Place,Suite,5193.0,3.6,0.0,12.0,0.0
822,OYO Collection 10,Jaipur,Airport Road,Suite,8342.0,3.6,0.0,0.0,0.0
823,Oyo Flagship 265,Mumbai,City Center,Deluxe,5224.0,4.5,0.0,0.0,58.0
825,oyo Townhouse 615,Goa,Park Street,Suite,4545.0,3.6,908.0,0.0,0.0
826,OYO Inn 437,Pune,Andheri,Suite,5338.0,3.6,0.0,46.0,318.0
828,Oyo Residency 597,Kolkata,Whitefield,Deluxe,1234.0,3.6,160.0,0.0,214.0
829,OYO Stay 484,Goa,Park Street,Premium,7925.0,3.6,600.0,20.0,161.0
830,Oyo Inn 981,Kolkata,Park Street,Premium,7416.0,3.6,1035.0,46.0,214.0
832,Oyo Inn 903,Ahmedabad,Andheri,Deluxe,3945.0,4.5,341.0,0.0,51.0
833,Oyo Townhouse 707,Delhi,Whitefield,Deluxe,3435.0,3.6,0.0,13.0,0.0
835,Oyo Residency 489,Pune,Connaught Place,Deluxe,2905.0,3.6,1043.0,0.0,0.0
836,Oyo Collection 181,Pune,Whitefield,Premium,5276.0,3.6,698.0,0.0,0.0
837,Oyo Residency 183,Pune,Connaught Place,Classic,3046.0,3.6,1497.0,38.0,0.0
838,OYO SilverKey 281,Bangalore,Park Street,Deluxe,8673.0,3.0,0.0,0.0,142.0
839,OYO Stay 859,Mumbai,Andheri,Classic,3466.0,3.9,0.0,0.0,189.0
841,OYO SilverKey 750,Mumbai,Whitefield,Suite,2608.0,3.6,0.0,0.0,0.0
842,oyo Residency 76,Goa,City Center,Deluxe,5857.0,3.6,0.0,0.0,321.0
843,OYO Stay 386,Kolkata,MG Road,Deluxe,4307.0,3.1,992.0,36.0,325.0
844,oyo Inn 220,Goa,Salt Lake,Deluxe,752.0,3.6,1251.0,0.0,0.0
846,Oyo SilverKey 99,Goa,Salt Lake,Classic,4286.0,3.6,0.0,0.0,0.0
847,oyo Townhouse 356,Chennai,City Center,Suite,7222.0,3.6,0.0,0.0,137.0
848,OYO Stay 791,Pune,City Center,Suite,5995.0,3.6,0.0,30.0,248.0
849,oyo Residency 47,Chennai,Airport Road,Classic,5754.0,3.6,0.0,0.0,0.0
850,oyo Stay 21,Bangalore,Airport Road,Deluxe,1045.0,3.6,0.0,0.0,25.0
851,oyo Flagship 161,Chennai,Park Street,Classic,7180.0,3.2,0.0,0.0,18.0
852,OYO Stay 408,Goa,Park Street,Classic,8644.0,3.6,49.0,0.0,139.0
853,oyo Collection 135,Pune,City Center,Classic,5123.0,3.6,0.0,51.0,277.0
854,oyo Stay 812,Mumbai,Banjara Hills,Suite,7108.0,3.6,0.0,0.0,234.0
855,Oyo Inn 591,Mumbai,Banjara Hills,Deluxe,8423.0,3.2,0.0,22.0,273.0
856,OYO Collection 746,Pune,Salt Lake,Deluxe,7149.0,3.6,0.0,0.0,0.0
857,oyo Townhouse 659,Jaipur,Andheri,Classic,5789.0,3.6,171.0,0.0,127.0
859,Oyo Inn 579,Delhi,Park Street,Suite,7360.0,3.1,0.0,36.0,0.0
860,oyo Residency 758,Goa,Whitefield,Deluxe,2034.0,3.5,769.0,0.0,62.0
861,Oyo Residency 996,Kolkata,MG Road,Deluxe,2562.0,3.6,0.0,38.0,0.0
862,OYO SilverKey 121,Pune,MG Road,Deluxe,7834.0,3.6,0.0,44.0,148.0
863,oyo SilverKey 532,Ahmedabad,Andheri,Classic,4816.0,3.6,1474.0,0.0,0.0
864,OYO Collection 69,Bangalore,Airport Road,Classic,791.0,4.1,1421.0,34.0,0.0
865,OYO Townhouse 359,Ahmedabad,Banjara Hills,Suite,4403.0,3.9,0.0,60.0,0.0
866,oyo Stay 657,Hyderabad,Airport Road,Deluxe,4019.0,3.9,1496.0,16.0,0.0
868,OYO Collection 896,Bangalore,Andheri,Suite,704.0,2.7,0.0,33.0,154.0
869,oyo Collection 387,Kolkata,MG Road,Deluxe,7016.0,3.6,0.0,0.0,142.0
870,oyo Collection 502,Pune,Andheri,Deluxe,4804.0,3.6,0.0,6.0,0.0
871,oyo Stay 898,Kolkata,Park Street,Classic,3829.0,3.6,21.0,0.0,0.0
873,oyo Townhouse 995,Hyderabad,Whitefield,Classic,1198.0,3.6,0.0,0.0,0.0
874,oyo Inn 157,Delhi,Connaught Place,Classic,3598.0,2.7,0.0,0.0,0.0
875,oyo Stay 756,Kolkata,Whitefield,Classic,973.0,3.6,1452.0,51.0,0.0
876,oyo Inn 63,Pune,Andheri,Classic,1764.0,3.6,0.0,0.0,141.0
877,Oyo Flagship 651,Goa,Airport Road,Classic,752.0,3.6,0.0,0.0,237.0
878,OYO Flagship 748,Mumbai,Connaught Place,Premium,2115.0,3.6,41.0,0.0,41.0
879,oyo Inn 966,Hyderabad,Connaught Place,Premium,3830.0,3.6,0.0,0.0,115.0
880,OYO Flagship 303,Hyderabad,Whitefield,Premium,4949.0,3.6,0.0,0.0,323.0
881,oyo Collection 160,Delhi,Whitefield,Deluxe,4151.0,3.6,591.0,0.0,137.0
882,OYO SilverKey 224,Goa,MG Road,Premium,8362.0,2.6,0.0,16.0,0.0
883,oyo Collection 675,Chennai,Connaught Place,Suite,1254.0,3.6,734.0,31.0,331.0
885,Oyo Inn 383,Kolkata,Salt Lake,Premium,6235.0,3.6,82.0,0.0,0.0
886,OYO Flagship 525,Ahmedabad,MG Road,Deluxe,3426.0,3.6,1073.0,0.0,170.0
887,Oyo Residency 785,Mumbai,MG Road,Suite,3017.0,3.6,943.0,0.0,157.0
888,OYO Residency 209,Bangalore,City Center,Premium,7852.0,4.2,0.0,54.0,0.0
889,Oyo Stay 704,Mumbai,Salt Lake,Deluxe,7156.0,3.6,0.0,0.0,162.0
891,Oyo SilverKey 349,Kolkata,Park Street,Classic,8915.0,3.6,0.0,13.0,0.0
892,OYO SilverKey 394,Pune,Banjara Hills,Premium,3647.0,3.6,0.0,0.0,91.0
893,oyo Stay 855,Pune,City Center,Deluxe,2443.0,3.6,0.0,46.0,163.0
894,oyo Collection 703,Ahmedabad,Salt Lake,Suite,8149.0,3.6,0.0,8.0,324.0
895,Oyo Stay 382,Ahmedabad,Airport Road,Deluxe,8458.0,3.6,228.0,39.0,0.0
896,Oyo Flagship 528,Ahmedabad,Connaught Place,Classic,8154.0,3.6,81.0,36.0,0.0
897,Oyo SilverKey 692,Hyderabad,Connaught Place,Suite,5552.0,3.7,0.0,6.0,325.0
900,oyo Inn 310,Chennai,Salt Lake,Classic,7622.0,3.6,0.0,0.0,0.0
901,oyo Stay 553,Hyderabad,MG Road,Suite,4693.0,3.6,0.0,0.0,256.0
902,Oyo Flagship 695,Ahmedabad,Banjara Hills,Premium,5368.0,2.5,0.0,13.0,0.0
903,OYO Flagship 19,Mumbai,Salt Lake,Deluxe,6018.0,3.6,0.0,57.0,0.0
904,Oyo Collection 953,Goa,Andheri,Deluxe,905.0,3.6,910.0,0.0,272.0
905,Oyo Collection 34,Pune,Banjara Hills,Suite,1987.0,3.6,170.0,38.0,0.0
907,oyo Residency 127,Pune,Salt Lake,Classic,2288.0,3.0,0.0,0.0,0.0
908,Oyo Stay 286,Kolkata,Whitefield,Classic,5933.0,3.6,0.0,45.0,0.0
909,Oyo Collection 775,Kolkata,Whitefield,Suite,8300.0,3.6,321.0,0.0,237.0
910,Oyo Stay 669,Mumbai,Whitefield,Classic,7550.0,3.6,0.0,0.0,0.0
912,Oyo SilverKey 741,Bangalore,City Center,Deluxe,4620.0,3.6,0.0,0.0,0.0
913,OYO Inn 618,Jaipur,Connaught Place,Deluxe,7968.0,3.6,0.0,0.0,0.0
915,Oyo Residency 744,Jaipur,Andheri,Premium,1679.0,3.6,0.0,0.0,63.0
916,Oyo Residency 846,Bangalore,Park Street,Suite,2531.0,3.6,695.0,55.0,0.0
917,Oyo Inn 504,Mumbai,Banjara Hills,Classic,4709.0,3.6,0.0,0.0,140.0
918,OYO Stay 296,Bangalore,MG Road,Classic,1125.0,3.6,0.0,0.0,0.0
919,oyo Collection 690,Jaipur,Banjara Hills,Deluxe,5531.0,3.6,263.0,23.0,116.0
920,oyo SilverKey 152,Kolkata,Connaught Place,Deluxe,897.0,3.6,0.0,0.0,0.0
921,Oyo Collection 887,Goa,Airport Road,Suite,8650.0,3.6,0.0,0.0,0.0
922,OYO Flagship 285,Kolkata,Whitefield,Deluxe,2659.0,3.6,0.0,0.0,0.0
924,Oyo Residency 758,Kolkata,Whitefield,Suite,3693.0,3.6,934.0,43.0,46.0
925,OYO Stay 311,Mumbai,City Center,Suite,1697.0,3.6,0.0,0.0,324.0
926,Oyo Townhouse 453,Kolkata,City Center,Classic,2066.0,3.6,1207.0,36.0,220.0
927,oyo Flagship 604,Jaipur,Connaught Place,Classic,8175.0,3.6,0.0,0.0,0.0
928,Oyo Residency 545,Hyderabad,MG Road,Premium,4779.0,3.6,0.0,0.0,0.0
929,Oyo Collection 168,Goa,Whitefield,Deluxe,3629.0,3.6,623.0,33.0,99.0
930,OYO SilverKey 514,Kolkata,MG Road,Suite,5703.0,3.6,0.0,0.0,80.0
931,OYO Residency 162,Pune,Banjara Hills,Deluxe,3274.0,3.6,0.0,0.0,0.0
932,Oyo Flagship 314,Hyderabad,Salt Lake,Classic,6167.0,3.6,0.0,41.0,206.0
933,Oyo Inn 825,Pune,Banjara Hills,Suite,2992.0,4.3,1442.0,0.0,191.0
935,oyo Collection 965,Chennai,Salt Lake,Classic,8398.0,3.6,0.0,20.0,51.0
936,Oyo Stay 379,Chennai,MG Road,Deluxe,7878.0,2.8,0.0,51.0,0.0
937,OYO Stay 91,Ahmedabad,City Center,Deluxe,7880.0,3.6,0.0,38.0,0.0
938,Oyo Inn 906,Chennai,Banjara Hills,Suite,4219.0,3.2,0.0,0.0,309.0
939,OYO Inn 421,Bangalore,Salt Lake,Classic,7701.0,4.4,1082.0,0.0,0.0
940,Oyo SilverKey 589,Goa,MG Road,Classic,6168.0,3.6,0.0,0.0,0.0
941,oyo Flagship 770,Ahmedabad,Airport Road,Deluxe,1897.0,3.6,0.0,46.0,0.0
942,oyo Residency 710,Jaipur,City Center,Deluxe,7784.0,3.6,0.0,0.0,0.0
944,OYO Townhouse 27,Hyderabad,Park Street,Suite,1346.0,3.7,0.0,0.0,0.0
945,OYO Flagship 791,Hyderabad,Park Street,Premium,6521.0,3.6,0.0,0.0,0.0
947,oyo Stay 367,Jaipur,Airport Road,Premium,5891.0,2.9,0.0,0.0,8.0
948,Oyo Collection 985,Pune,Park Street,Deluxe,2339.0,3.6,0.0,46.0,0.0
949,OYO SilverKey 748,Jaipur,MG Road,Deluxe,5996.0,2.8,0.0,0.0,0.0
950,OYO Stay 822,Delhi,MG Road,Deluxe,4137.0,3.6,0.0,0.0,342.0
951,OYO Residency 167,Chennai,Connaught Place,Classic,1191.0,3.6,0.0,0.0,0.0
952,Oyo Townhouse 753,Delhi,Airport Road,Classic,3064.0,3.6,0.0,0.0,178.0
953,Oyo Townhouse 116,Mumbai,City Center,Suite,8493.0,3.6,901.0,0.0,0.0
955,OYO Inn 85,Bangalore,Banjara Hills,Suite,2253.0,3.6,215.0,0.0,0.0
956,oyo Stay 592,Ahmedabad,Salt Lake,Deluxe,5070.0,3.6,1354.0,0.0,24.0
957,OYO Flagship 650,Bangalore,Park Street,Deluxe,1258.0,3.6,0.0,35.0,0.0
959,oyo Collection 680,Jaipur,Whitefield,Deluxe,2281.0,3.6,0.0,0.0,48.0
960,OYO Townhouse 564,Jaipur,MG Road,Premium,5544.0,3.6,0.0,0.0,261.0
961,oyo Flagship 795,Bangalore,Whitefield,Classic,973.0,3.6,0.0,0.0,0.0
962,OYO Inn 970,Goa,Park Street,Deluxe,3432.0,3.6,0.0,0.0,0.0
963,Oyo Townhouse 983,Kolkata,Banjara Hills,Classic,7267.0,3.6,0.0,0.0,0.0
964,oyo SilverKey 214,Goa,Salt Lake,Deluxe,1794.0,4.2,0.0,0.0,0.0
965,oyo Flagship 255,Pune,MG Road,Deluxe,6441.0,3.6,0.0,0.0,227.0
967,OYO Residency 933,Bangalore,Salt Lake,Classic,6293.0,4.7,0.0,45.0,0.0
970,oyo Collection 682,Kolkata,Salt Lake,Classic,5054.0,3.6,0.0,0.0,0.0
972,Oyo Stay 885,Jaipur,MG Road,Classic,1310.0,3.6,0.0,0.0,0.0
973,Oyo Collection 822,Mumbai,Banjara Hills,Premium,1164.0,3.6,0.0,0.0,0.0
974,oyo Inn 270,Jaipur,MG Road,Premium,3331.0,3.6,0.0,30.0,0.0
975,oyo Stay 758,Chennai,Andheri,Deluxe,4428.0,4.4,1478.0,30.0,0.0
976,Oyo Residency 725,Kolkata,Airport Road,Deluxe,8653.0,3.6,740.0,0.0,0.0
978,OYO Inn 349,Hyderabad,Airport Road,Suite,6496.0,3.6,0.0,56.0,0.0
979,OYO Stay 159,Delhi,Park Street,Deluxe,5185.0,3.6,448.0,0.0,0.0
980,OYO Residency 627,Kolkata,Salt Lake,Deluxe,8617.0,3.6,1163.0,0.0,0.0
981,oyo Residency 373,Hyderabad,MG Road,Suite,5018.0,3.4,0.0,0.0,359.0
983,OYO Collection 634,Ahmedabad,City Center,Suite,7874.0,3.9,350.0,0.0,244.0
985,oyo Inn 691,Hyderabad,Connaught Place,Classic,5691.0,3.6,833.0,0.0,312.0
988,Oyo Flagship 725,Hyderabad,Airport Road,Suite,7751.0,3.6,0.0,19.0,231.0
990,oyo Stay 384,Delhi,Airport Road,Deluxe,1836.0,3.6,1020.0,18.0,0.0
992,oyo Stay 172,Bangalore,Salt Lake,Premium,2333.0,2.9,0.0,0.0,59.0
993,OYO SilverKey 145,Chennai,Airport Road,Classic,4623.0,3.6,0.0,0.0,0.0
995,Oyo Townhouse 503,Pune,Banjara Hills,Deluxe,1090.0,3.6,0.0,24.0,357.0
996,OYO Flagship 970,Goa,City Center,Classic,2161.0,3.6,0.0,46.0,14.0
997,Oyo Flagship 361,Hyderabad,City Center,Deluxe,1559.0,3.6,0.0,0.0,0.0
998,OYO Inn 328,Bangalore,Park Street,Deluxe,1895.0,3.6,0.0,7.0,0.0
999,OYO Inn 834,Delhi,Park Street,Classic,6119.0,4.8,0.0,0.0,0.0
1000,oyo Stay 728,Pune,Salt Lake,Premium,5774.0,3.6,0.0,5.0,142.0
1001,Oyo Stay 11,Jaipur,Airport Road,Classic,7179.0,3.6,0.0,0.0,0.0
1002,OYO Stay 336,Mumbai,Banjara Hills,Classic,3442.0,3.6,0.0,39.0,133.0
1003,Oyo Residency 907,Mumbai,Andheri,Classic,4011.0,3.6,411.0,7.0,57.0
1004,Oyo Flagship 86,Delhi,City Center,Deluxe,1804.0,3.6,0.0,0.0,257.0
1005,oyo SilverKey 45,Kolkata,City Center,Premium,932.0,3.6,0.0,0.0,194.0
1006,oyo Townhouse 231,Hyderabad,Park Street,Classic,3714.0,3.6,898.0,0.0,0.0
1007,OYO Flagship 561,Goa,MG Road,Deluxe,5902.0,2.8,0.0,0.0,0.0
1008,OYO Townhouse 701,Delhi,Park Street,Deluxe,4528.0,3.6,0.0,0.0,18.0
1010,oyo Collection 491,Chennai,MG Road,Premium,3209.0,3.6,458.0,0.0,131.0
1011,oyo Townhouse 443,Chennai,MG Road,Deluxe,5612.0,3.6,0.0,19.0,180.0
1012,Oyo Collection 472,Pune,MG Road,Deluxe,8110.0,3.6,0.0,47.0,271.0
1016,Oyo Collection 252,Pune,Airport Road,Classic,2839.0,3.6,0.0,0.0,43.0
1017,OYO SilverKey 874,Delhi,Airport Road,Suite,2173.0,3.6,0.0,18.0,0.0
1018,Oyo Collection 347,Ahmedabad,Whitefield,Classic,3570.0,3.6,327.0,0.0,209.0
1019,oyo Inn 481,Goa,MG Road,Premium,5307.0,3.6,0.0,0.0,0.0
1020,OYO Residency 21,Jaipur,Connaught Place,Suite,6637.0,3.8,916.0,0.0,0.0
1021,OYO Flagship 640,Mumbai,Airport Road,Suite,5616.0,4.6,1369.0,25.0,0.0
1022,oyo Stay 428,Delhi,Connaught Place,Deluxe,3469.0,4.5,0.0,6.0,26.0
1023,Oyo Collection 444,Hyderabad,City Center,Deluxe,6229.0,3.6,0.0,0.0,319.0
1024,OYO SilverKey 390,Ahmedabad,Connaught Place,Suite,3970.0,3.4,0.0,49.0,0.0
1025,oyo SilverKey 136,Pune,Airport Road,Deluxe,6372.0,3.6,0.0,0.0,163.0
1026,OYO Residency 781,Delhi,Airport Road,Classic,2453.0,3.6,133.0,0.0,4.0
1027,oyo Townhouse 160,Chennai,Park Street,Deluxe,8249.0,4.3,1254.0,0.0,41.0
1028,oyo Townhouse 4,Mumbai,Park Street,Premium,7793.0,3.6,0.0,0.0,0.0
1030,oyo Flagship 717,Goa,Banjara Hills,Classic,2731.0,3.6,466.0,0.0,0.0
1031,Oyo SilverKey 845,Kolkata,Airport Road,Classic,6348.0,3.6,0.0,0.0,0.0
1032,oyo Townhouse 635,Chennai,Connaught Place,Classic,7746.0,3.6,913.0,0.0,185.0
1033,Oyo Inn 860,Ahmedabad,Connaught Place,Classic,5927.0,3.6,0.0,53.0,97.0
1034,OYO Townhouse 708,Ahmedabad,Andheri,Deluxe,6481.0,3.6,0.0,60.0,0.0
1035,OYO Residency 143,Pune,MG Road,Deluxe,5889.0,3.6,0.0,5.0,303.0
1036,OYO Townhouse 401,Kolkata,Whitefield,Suite,8437.0,3.1,0.0,15.0,116.0
1037,oyo Inn 512,Jaipur,Airport Road,Suite,7791.0,4.7,0.0,0.0,0.0
